BGPG_1_c0_g1	AT2G03760.1
BGPG_22271_c1_g1	AT1G09800.2
BGPG_22271_c2_g8	AT1G63490.4
BGPG_22271_c2_g9	AT5G07120.2
BGPG_22272_c2_g1	AT4G39470.1
BGPG_22272_c4_g1	AT3G07930.4
BGPG_22273_c0_g3	AT4G16480.3
BGPG_22274_c0_g1	AT2G16720.1
BGPG_22274_c1_g1	AT1G73030.1
BGPG_22274_c2_g3	AT3G59770.4
BGPG_22275_c0_g2	AT5G03560.4
BGPG_22275_c2_g1	AT5G45680.1
BGPG_22275_c2_g2	AT3G05140.2
BGPG_22275_c3_g1	AT3G14860.1
BGPG_22275_c3_g2	AT3G14860.2
BGPG_22276_c0_g1	AT1G10270.1
BGPG_22277_c0_g1	AT2G45660.2
BGPG_22277_c0_g2	AT2G45660.1
BGPG_22277_c2_g1	AT4G22540.5
BGPG_22277_c2_g2	AT4G22540.6
BGPG_22278_c1_g1	AT1G31480.1
BGPG_22278_c2_g3	AT1G74680.1
BGPG_22278_c2_g4	AT3G45400.1
BGPG_22279_c0_g1	AT3G11830.1
BGPG_22280_c2_g1	AT3G19050.1
BGPG_22280_c2_g2	AT3G19050.1
BGPG_22281_c2_g1	AT2G39170.1
BGPG_22281_c5_g1	AT1G27750.1
BGPG_22281_c6_g1	AT2G17695.2
BGPG_22281_c7_g1	AT5G18410.3
BGPG_22282_c1_g1	AT1G04390.1
BGPG_22282_c1_g2	AT1G72470.1
BGPG_22283_c3_g1	AT3G58560.1
BGPG_22283_c3_g4	AT3G15350.2
BGPG_22284_c0_g1	AT5G57450.2
BGPG_22284_c0_g2	AT1G48030.5
BGPG_22285_c0_g1	AT3G13050.4
BGPG_22286_c0_g1	AT2G24240.1
BGPG_22287_c0_g1	AT2G44450.1
BGPG_22287_c1_g1	AT3G60130.2
BGPG_22288_c0_g2	AT1G12780.1
BGPG_22289_c0_g1	AT1G72660.3
BGPG_22289_c0_g2	AT1G72660.3
BGPG_2229_c0_g1	AT4G18570.1
BGPG_22290_c0_g1	AT4G39170.1
BGPG_22290_c0_g2	AT4G39170.2
BGPG_22291_c10_g2	AT4G05050.3
BGPG_22291_c11_g2	AT5G65670.1
BGPG_22291_c8_g1	AT2G18760.7
BGPG_22292_c0_g1	AT5G05970.2
BGPG_22293_c1_g2	AT1G69935.1
BGPG_22293_c2_g1	AT5G13690.1
BGPG_22293_c2_g7	AT5G28050.3
BGPG_22294_c1_g1	AT3G55770.5
BGPG_22294_c10_g1	AT4G21350.1
BGPG_22294_c11_g1	AT5G52800.2
BGPG_22294_c13_g1	AT4G21350.1
BGPG_22294_c4_g1	AT1G26690.1
BGPG_22294_c5_g4	AT4G14540.1
BGPG_22294_c6_g4	AT3G51580.1
BGPG_22294_c7_g2	AT4G21350.1
BGPG_22294_c8_g1	AT4G02390.2
BGPG_22295_c4_g1	AT1G48590.4
BGPG_22295_c5_g2	AT4G22330.1
BGPG_22295_c5_g3	AT4G22330.1
BGPG_22295_c5_g4	AT4G22330.1
BGPG_22295_c6_g1	AT5G18130.2
BGPG_22295_c6_g2	AT5G18130.1
BGPG_22295_c7_g3	AT2G14740.2
BGPG_22296_c0_g2	AT1G55930.1
BGPG_22296_c1_g1	AT3G07040.1
BGPG_22297_c1_g1	AT3G22060.1
BGPG_22297_c2_g1	AT4G19860.1
BGPG_22297_c3_g4	AT3G22540.1
BGPG_22297_c4_g1	AT5G55620.1
BGPG_22298_c0_g1	AT5G19420.1
BGPG_22299_c0_g1	AT1G06820.1
BGPG_22300_c2_g3	AT2G44610.1
BGPG_22300_c2_g8	AT2G44610.1
BGPG_22301_c3_g1	AT1G30620.5
BGPG_22301_c4_g2	AT5G25360.3
BGPG_22301_c5_g1	AT1G30620.3
BGPG_22301_c5_g2	AT1G30620.6
BGPG_22301_c6_g2	AT1G63800.1
BGPG_22301_c7_g2	AT2G26280.5
BGPG_22301_c7_g3	AT2G26280.3
BGPG_22302_c1_g1	AT4G32880.1
BGPG_22302_c3_g1	AT1G71480.1
BGPG_22302_c4_g1	AT3G20550.1
BGPG_22303_c1_g5	AT3G52260.4
BGPG_22304_c0_g1	AT1G08760.1
BGPG_22305_c2_g1	AT1G21610.1
BGPG_22306_c0_g1	AT2G26610.1
BGPG_22306_c0_g2	AT2G34310.5
BGPG_22307_c2_g1	AT4G21970.1
BGPG_22307_c2_g2	AT4G04630.1
BGPG_22307_c3_g1	AT4G36810.1
BGPG_22308_c0_g1	AT2G17730.1
BGPG_22309_c0_g1	AT1G04600.1
BGPG_22309_c1_g3	AT5G20490.2
BGPG_22309_c1_g6	AT5G20490.3
BGPG_22309_c3_g1	AT1G77410.4
BGPG_22310_c1_g1	AT1G66150.1
BGPG_22310_c1_g2	AT5G19780.1
BGPG_22310_c1_g3	AT5G19780.1
BGPG_22311_c0_g2	AT1G72500.1
BGPG_22312_c0_g2	AT1G21270.1
BGPG_22313_c3_g2	AT4G27190.1
BGPG_22313_c4_g1	AT1G72510.2
BGPG_22313_c4_g2	AT1G72510.2
BGPG_22313_c5_g1	AT3G55000.1
BGPG_22313_c6_g1	AT4G02050.2
BGPG_22313_c7_g1	AT4G01790.1
BGPG_22314_c0_g1	AT3G04870.4
BGPG_22316_c0_g1	AT2G17120.1
BGPG_22316_c1_g1	AT5G04500.1
BGPG_22317_c0_g1	AT1G03150.1
BGPG_22317_c0_g3	AT1G03150.1
BGPG_22317_c1_g1	AT1G71790.1
BGPG_22317_c2_g1	AT1G09620.1
BGPG_22318_c0_g1	AT1G60500.1
BGPG_22319_c0_g2	AT5G24850.1
BGPG_22320_c0_g1	AT4G31540.1
BGPG_22320_c1_g1	AT2G17270.1
BGPG_22321_c1_g1	AT1G02680.1
BGPG_22321_c2_g3	AT3G20250.1
BGPG_22323_c1_g1	AT4G17870.1
BGPG_22323_c2_g1	AT3G18030.1
BGPG_22323_c2_g3	AT4G31410.3
BGPG_22323_c2_g4	AT1G80610.1
BGPG_22323_c3_g1	AT5G60490.1
BGPG_22324_c0_g1	AT5G48300.1
BGPG_22325_c1_g1	AT5G07990.1
BGPG_22325_c2_g1	AT2G04160.1
BGPG_22325_c2_g2	AT3G59920.1
BGPG_22326_c0_g1	AT3G09030.1
BGPG_22327_c0_g1	AT3G07530.5
BGPG_22328_c0_g1	AT3G55330.1
BGPG_22329_c0_g1	AT3G20290.3
BGPG_22330_c1_g1	AT3G50370.2
BGPG_22330_c2_g1	AT3G57150.1
BGPG_22330_c3_g2	AT3G59090.3
BGPG_22331_c1_g2	AT3G54660.1
BGPG_22332_c3_g1	AT4G04640.1
BGPG_22332_c3_g2	AT4G04640.1
BGPG_22332_c4_g1	AT2G32320.2
BGPG_22332_c5_g1	AT5G55500.1
BGPG_22333_c0_g1	AT2G29570.1
BGPG_22333_c1_g1	AT3G55320.1
BGPG_22334_c1_g2	AT1G12470.1
BGPG_22335_c0_g1	AT4G23160.3
BGPG_22335_c1_g1	AT3G20060.1
BGPG_22335_c3_g2	AT3G07020.3
BGPG_22335_c3_g5	AT3G07020.1
BGPG_22336_c0_g1	AT5G58640.1
BGPG_22336_c0_g2	AT2G29990.1
BGPG_22337_c0_g1	AT5G54650.2
BGPG_22337_c0_g2	AT3G21295.1
BGPG_22338_c0_g1	AT1G21410.2
BGPG_22338_c1_g1	AT3G56160.3
BGPG_22338_c2_g5	AT1G20670.1
BGPG_22339_c0_g1	AT5G51700.1
BGPG_22340_c2_g1	AT3G18370.1
BGPG_22340_c3_g1	AT5G19040.3
BGPG_22342_c0_g1	AT4G14880.5
BGPG_22343_c0_g5	AT1G27290.2
BGPG_22345_c1_g1	AT3G53140.1
BGPG_22345_c1_g2	AT3G53140.1
BGPG_22345_c2_g1	AT5G52120.1
BGPG_22345_c4_g1	AT3G02380.1
BGPG_22345_c4_g3	AT3G02380.1
BGPG_22345_c4_g4	AT3G02380.1
BGPG_22345_c5_g1	AT2G19540.1
BGPG_22346_c0_g1	AT3G27160.1
BGPG_22346_c1_g1	ATCG00280.1
BGPG_22346_c1_g7	AT3G01850.4
BGPG_22346_c2_g1	ATCG00190.1
BGPG_22346_c2_g2	ATCG00170.1
BGPG_22346_c3_g2	AT2G04630.1
BGPG_22346_c3_g3	AT2G04630.1
BGPG_22347_c0_g2	AT3G18350.3
BGPG_22348_c0_g1	AT3G49500.5
BGPG_22348_c0_g2	AT3G61760.1
BGPG_22349_c2_g2	AT5G18800.2
BGPG_22349_c6_g1	AT3G51130.1
BGPG_22349_c7_g2	AT1G06650.2
BGPG_22350_c1_g1	AT4G31770.1
BGPG_22351_c1_g1	AT5G40740.1
BGPG_22351_c2_g2	AT4G32620.1
BGPG_22351_c2_g3	AT4G32620.1
BGPG_22352_c0_g2	AT3G46290.1
BGPG_22353_c1_g1	AT4G24550.2
BGPG_22354_c0_g1	AT2G47940.2
BGPG_22354_c0_g3	AT2G47940.2
BGPG_22355_c0_g3	AT3G48110.1
BGPG_22358_c0_g1	AT1G29760.1
BGPG_22359_c1_g1	AT3G01370.1
BGPG_22360_c7_g2	AT5G11750.1
BGPG_22360_c8_g2	AT3G12110.1
BGPG_22361_c1_g1	AT2G38410.1
BGPG_22362_c0_g3	AT1G59750.4
BGPG_22362_c0_g4	AT1G59750.3
BGPG_22363_c0_g1	AT1G10670.4
BGPG_22364_c0_g3	AT4G38100.2
BGPG_22365_c0_g1	AT1G79600.1
BGPG_22366_c2_g2	AT5G65780.1
BGPG_22366_c3_g1	AT3G57520.3
BGPG_22366_c4_g1	AT3G06480.1
BGPG_22366_c5_g1	AT2G24530.2
BGPG_22366_c5_g5	AT2G24530.2
BGPG_22366_c6_g1	AT5G64050.1
BGPG_22366_c7_g1	AT2G43160.4
BGPG_22366_c7_g2	AT2G43160.4
BGPG_22367_c0_g1	AT5G54890.1
BGPG_22367_c0_g2	AT3G20500.1
BGPG_22368_c1_g1	AT4G12560.3
BGPG_22368_c2_g3	AT5G57990.1
BGPG_22368_c3_g1	AT5G57990.1
BGPG_22369_c1_g1	AT4G00335.3
BGPG_22369_c3_g1	AT1G68185.3
BGPG_22369_c4_g1	AT1G51410.1
BGPG_22369_c4_g2	AT5G13010.1
BGPG_22369_c4_g4	AT5G13010.1
BGPG_2237_c0_g1	AT2G24130.2
BGPG_2237_c0_g2	AT5G39390.1
BGPG_22370_c0_g1	AT4G09510.1
BGPG_22371_c2_g2	AT2G03810.7
BGPG_22371_c3_g1	AT1G08465.1
BGPG_22371_c3_g2	AT1G08465.1
BGPG_22371_c3_g3	AT2G33150.1
BGPG_22372_c0_g1	AT4G01050.1
BGPG_22372_c1_g1	AT2G28550.4
BGPG_22373_c0_g1	AT4G26640.6
BGPG_22374_c10_g1	AT1G68140.4
BGPG_22374_c10_g2	AT1G68140.4
BGPG_22374_c11_g1	AT5G48480.1
BGPG_22374_c2_g1	AT1G18470.2
BGPG_22374_c2_g2	AT1G18470.2
BGPG_22374_c6_g1	AT1G14900.1
BGPG_22374_c6_g2	AT1G14900.1
BGPG_22374_c7_g2	AT2G33700.1
BGPG_22374_c8_g1	AT2G04520.1
BGPG_22374_c9_g1	AT1G68820.1
BGPG_22374_c9_g2	AT1G68820.3
BGPG_22375_c0_g3	AT5G12220.2
BGPG_22376_c0_g1	AT2G40060.1
BGPG_22377_c1_g2	AT1G44350.1
BGPG_22378_c0_g1	AT2G24765.1
BGPG_22378_c0_g2	AT2G24765.1
BGPG_22378_c1_g2	AT4G25180.1
BGPG_22379_c2_g1	AT5G57330.1
BGPG_22379_c2_g2	AT5G05190.1
BGPG_22379_c2_g3	AT5G05190.1
BGPG_22380_c0_g1	AT3G44530.2
BGPG_22381_c0_g1	AT1G10290.1
BGPG_22381_c2_g2	AT5G64860.1
BGPG_22381_c2_g7	AT1G10290.1
BGPG_22382_c0_g1	AT2G44060.2
BGPG_22383_c0_g1	AT5G60250.1
BGPG_22384_c1_g1	AT4G17170.1
BGPG_22384_c1_g2	AT5G39380.5
BGPG_22384_c1_g5	AT1G69310.4
BGPG_22386_c0_g1	AT5G66680.1
BGPG_22386_c0_g2	AT5G66680.1
BGPG_22387_c1_g1	AT2G44410.1
BGPG_22387_c2_g1	AT5G47730.3
BGPG_22387_c3_g5	AT3G07230.1
BGPG_22388_c0_g1	AT4G00400.1
BGPG_22389_c0_g1	AT3G17900.2
BGPG_22389_c0_g2	AT3G17900.2
BGPG_22389_c0_g3	AT3G17900.2
BGPG_22389_c1_g4	AT5G06060.1
BGPG_2239_c0_g1	AT1G13710.1
BGPG_22390_c1_g1	AT5G02740.1
BGPG_22391_c0_g1	AT3G63530.2
BGPG_22391_c0_g2	AT3G63530.2
BGPG_22391_c0_g3	AT3G63530.2
BGPG_22391_c1_g2	AT2G37060.3
BGPG_22392_c0_g1	AT5G18200.1
BGPG_22392_c1_g1	AT4G33160.1
BGPG_22392_c2_g1	AT3G55270.1
BGPG_22392_c3_g1	AT1G59950.1
BGPG_22392_c3_g2	AT1G70160.1
BGPG_22393_c0_g3	AT2G42910.1
BGPG_22393_c0_g5	AT2G22370.1
BGPG_22394_c1_g1	AT5G47310.1
BGPG_22394_c2_g1	AT4G35880.1
BGPG_22394_c3_g1	AT5G02960.1
BGPG_22394_c3_g3	AT4G14100.1
BGPG_22394_c3_g4	AT5G02960.1
BGPG_22394_c4_g3	AT1G08200.1
BGPG_22395_c0_g1	AT1G23820.1
BGPG_22395_c0_g3	AT1G23820.2
BGPG_22396_c1_g1	AT2G37080.2
BGPG_22396_c1_g2	AT2G37080.2
BGPG_22396_c3_g1	AT5G60210.6
BGPG_22396_c3_g3	AT5G60210.6
BGPG_22397_c2_g2	AT4G24530.1
BGPG_22397_c3_g1	AT5G52240.1
BGPG_22397_c3_g2	AT3G48890.1
BGPG_22397_c4_g1	AT4G26840.1
BGPG_22397_c4_g2	AT5G35430.1
BGPG_22397_c5_g1	AT4G14640.1
BGPG_22397_c5_g2	AT5G13290.2
BGPG_22397_c5_g3	AT5G13290.2
BGPG_22398_c0_g1	AT3G14470.2
BGPG_22398_c0_g14	AT1G69550.1
BGPG_22398_c0_g17	AT1G69550.1
BGPG_22398_c0_g18	AT3G14460.1
BGPG_22398_c0_g4	AT3G14460.1
BGPG_22398_c0_g7	AT1G69550.1
BGPG_22399_c0_g2	AT4G34030.1
BGPG_22401_c2_g1	AT5G07990.1
BGPG_22401_c4_g3	AT3G50700.1
BGPG_22401_c4_g5	AT3G17920.3
BGPG_22401_c4_g6	AT3G50700.1
BGPG_22401_c5_g1	AT2G46940.1
BGPG_22402_c0_g2	AT4G03390.2
BGPG_22402_c1_g2	AT5G60970.1
BGPG_22402_c1_g3	AT5G60970.1
BGPG_22403_c0_g4	AT3G24660.1
BGPG_22403_c1_g1	AT5G42630.2
BGPG_22403_c1_g3	AT5G42630.2
BGPG_22403_c2_g1	AT4G08500.1
BGPG_22404_c0_g4	AT1G32050.1
BGPG_22404_c1_g1	AT1G76680.1
BGPG_22405_c0_g2	AT3G12940.2
BGPG_22406_c0_g2	AT2G06925.1
BGPG_22406_c1_g1	AT3G57120.1
BGPG_22406_c2_g1	AT3G04380.2
BGPG_22406_c3_g1	AT3G17880.2
BGPG_22406_c3_g2	AT5G52640.1
BGPG_22407_c0_g1	AT1G38131.1
BGPG_22408_c2_g1	AT1G14370.1
BGPG_22408_c2_g2	AT1G14370.1
BGPG_22408_c4_g1	AT3G07810.1
BGPG_22408_c4_g2	AT3G07810.1
BGPG_22408_c5_g1	AT2G21120.1
BGPG_22408_c6_g2	AT1G11430.1
BGPG_22409_c2_g4	AT4G21390.1
BGPG_22409_c2_g5	AT1G10490.2
BGPG_22409_c2_g6	AT1G20610.1
BGPG_22410_c0_g1	AT1G13270.1
BGPG_22411_c0_g1	AT5G07900.1
BGPG_22411_c0_g2	AT1G69290.1
BGPG_22412_c1_g2	AT1G18190.1
BGPG_22412_c1_g3	AT2G04650.2
BGPG_22413_c0_g3	AT2G41900.1
BGPG_22414_c5_g2	AT3G49260.4
BGPG_22414_c6_g1	AT1G01420.2
BGPG_22414_c6_g2	AT4G01070.1
BGPG_22414_c8_g2	AT2G26970.2
BGPG_22414_c9_g1	AT1G72880.2
BGPG_22415_c1_g2	AT3G16490.1
BGPG_22416_c1_g1	AT5G12890.1
BGPG_22416_c2_g1	AT5G02030.1
BGPG_22416_c4_g2	AT2G39220.1
BGPG_22416_c5_g2	AT1G75840.1
BGPG_22417_c0_g1	AT5G60760.1
BGPG_22418_c1_g1	AT3G57710.1
BGPG_22419_c0_g3	AT4G31940.1
BGPG_22420_c1_g1	AT2G27020.1
BGPG_22420_c1_g2	AT1G71210.1
BGPG_22420_c1_g5	AT2G27020.1
BGPG_22420_c1_g6	AT1G71210.1
BGPG_22421_c1_g2	AT4G37750.1
BGPG_22421_c1_g4	AT4G37750.1
BGPG_22421_c1_g5	AT4G37750.1
BGPG_22422_c0_g1	AT1G13630.4
BGPG_22422_c0_g4	AT3G56860.9
BGPG_22422_c1_g1	AT1G04300.1
BGPG_22423_c2_g4	AT3G17340.1
BGPG_22424_c0_g1	AT5G17790.1
BGPG_22424_c0_g2	AT5G17780.1
BGPG_22426_c0_g2	AT4G38510.5
BGPG_22427_c2_g1	AT3G56860.9
BGPG_22427_c5_g2	AT5G13430.1
BGPG_22427_c5_g3	AT5G08490.8
BGPG_22429_c3_g1	AT5G03905.1
BGPG_22429_c4_g1	AT5G16790.2
BGPG_22429_c5_g1	AT5G50870.1
BGPG_22429_c6_g1	AT5G06970.1
BGPG_2243_c0_g1	AT5G50900.1
BGPG_22430_c2_g1	AT3G03310.1
BGPG_22430_c3_g1	AT2G02390.3
BGPG_22431_c0_g1	AT1G67040.1
BGPG_22431_c1_g1	AT1G50940.1
BGPG_22431_c2_g3	AT3G27260.4
BGPG_22431_c4_g1	AT3G17100.2
BGPG_22432_c0_g1	AT1G67710.1
BGPG_22433_c0_g1	AT4G24120.1
BGPG_22435_c1_g1	AT5G27150.1
BGPG_22435_c2_g2	AT1G28110.2
BGPG_22435_c2_g3	AT5G05170.1
BGPG_22435_c2_g4	AT5G05170.1
BGPG_22437_c1_g1	AT1G04985.1
BGPG_22437_c2_g1	AT2G27760.1
BGPG_22437_c3_g1	AT4G30620.1
BGPG_22437_c3_g2	AT2G24020.1
BGPG_22437_c4_g3	AT5G04510.3
BGPG_22438_c0_g1	AT1G28340.1
BGPG_22439_c2_g2	AT5G15410.2
BGPG_22439_c2_g4	AT1G24460.2
BGPG_22439_c2_g9	AT2G45820.1
BGPG_22441_c0_g2	AT4G35800.2
BGPG_22441_c0_g3	AT3G57780.4
BGPG_22441_c0_g4	AT4G35800.2
BGPG_22442_c0_g2	AT3G55850.4
BGPG_22442_c0_g3	AT3G55850.6
BGPG_22442_c0_g6	AT2G19520.1
BGPG_22442_c0_g7	AT2G19520.1
BGPG_22443_c1_g1	AT1G28200.2
BGPG_22443_c1_g4	AT4G36360.1
BGPG_22444_c1_g3	AT4G01900.1
BGPG_22444_c2_g1	AT5G35170.2
BGPG_22444_c2_g2	ATMG00510.1
BGPG_22444_c2_g4	AT3G24040.1
BGPG_22445_c0_g1	AT2G25180.1
BGPG_22446_c1_g1	AT2G20680.1
BGPG_22446_c2_g1	AT4G34350.1
BGPG_22446_c3_g3	AT1G12050.1
BGPG_22447_c1_g1	AT2G17840.2
BGPG_22447_c2_g10	AT1G56500.2
BGPG_22447_c2_g12	AT4G18240.1
BGPG_22447_c2_g6	AT5G28060.1
BGPG_22447_c2_g9	AT1G56500.3
BGPG_22448_c1_g2	AT1G20110.1
BGPG_22448_c2_g1	AT1G69450.2
BGPG_22448_c3_g2	AT1G68010.1
BGPG_22449_c1_g1	AT1G71240.3
BGPG_22449_c2_g1	AT2G39920.4
BGPG_22449_c2_g3	AT2G39920.2
BGPG_22450_c0_g2	AT4G23990.1
BGPG_22450_c1_g2	AT1G13180.1
BGPG_22451_c1_g1	AT2G22360.1
BGPG_22452_c0_g2	AT3G20660.1
BGPG_22453_c0_g1	AT2G34590.1
BGPG_22455_c1_g1	AT4G16130.1
BGPG_22456_c0_g1	AT1G71980.1
BGPG_22456_c0_g2	AT1G71980.1
BGPG_22456_c0_g4	AT1G16520.1
BGPG_22456_c0_g5	ATCG00540.1
BGPG_22457_c1_g2	AT2G35260.1
BGPG_22457_c2_g1	AT2G02410.7
BGPG_22458_c1_g1	AT1G74960.3
BGPG_22460_c1_g1	AT3G26570.2
BGPG_22461_c0_g1	AT1G76360.1
BGPG_22461_c1_g1	AT5G20380.1
BGPG_22461_c2_g2	AT3G63150.1
BGPG_22461_c2_g5	AT5G27540.2
BGPG_22462_c0_g1	AT2G39100.1
BGPG_22462_c2_g3	AT4G31290.1
BGPG_22462_c2_g4	AT5G26220.1
BGPG_22463_c6_g1	AT4G09010.2
BGPG_22463_c6_g2	AT4G02670.2
BGPG_22464_c0_g1	AT5G19840.1
BGPG_22465_c1_g1	AT2G30020.1
BGPG_22466_c1_g1	AT3G47620.1
BGPG_22466_c1_g2	AT3G47620.1
BGPG_22466_c2_g1	AT2G23910.4
BGPG_22466_c4_g1	AT1G79750.1
BGPG_22467_c0_g1	AT2G29650.1
BGPG_22468_c0_g1	AT3G05380.3
BGPG_22468_c0_g4	AT3G05380.3
BGPG_22468_c0_g6	AT3G05380.5
BGPG_22469_c0_g2	AT5G48310.1
BGPG_22470_c0_g1	AT1G62780.1
BGPG_22471_c1_g1	AT4G01310.1
BGPG_22472_c0_g1	AT4G05390.1
BGPG_22473_c2_g1	AT1G78770.1
BGPG_22474_c0_g2	AT4G34260.1
BGPG_22474_c0_g3	AT4G34260.1
BGPG_22475_c0_g1	AT4G35090.1
BGPG_22476_c0_g1	AT5G08370.1
BGPG_22477_c0_g1	AT5G17920.2
BGPG_22477_c0_g2	AT5G17920.2
BGPG_22478_c5_g1	AT1G15780.1
BGPG_22478_c5_g2	AT1G12910.1
BGPG_22479_c1_g1	AT1G77690.1
BGPG_22480_c1_g1	AT2G46800.5
BGPG_22481_c0_g3	AT1G61190.4
BGPG_22482_c0_g2	AT2G12400.1
BGPG_22482_c0_g4	AT2G12400.1
BGPG_22483_c0_g1	AT5G13960.1
BGPG_22483_c1_g1	AT4G25360.2
BGPG_22484_c0_g1	AT4G34200.1
BGPG_22486_c0_g1	AT2G43410.4
BGPG_22487_c1_g1	AT2G41560.1
BGPG_22488_c1_g2	AT4G29790.1
BGPG_22488_c1_g3	AT2G19390.2
BGPG_22489_c1_g1	AT4G29410.2
BGPG_22489_c2_g4	AT4G29410.2
BGPG_22489_c3_g2	AT4G28540.1
BGPG_22490_c1_g1	AT4G16143.2
BGPG_22490_c4_g1	AT3G08650.1
BGPG_22490_c4_g2	AT3G08650.1
BGPG_22490_c5_g1	AT5G65460.4
BGPG_22490_c6_g1	AT3G06720.2
BGPG_22490_c6_g2	AT5G23150.3
BGPG_22490_c6_g3	AT3G06720.2
BGPG_22490_c6_g4	AT5G51040.1
BGPG_22491_c0_g2	AT5G49890.1
BGPG_22491_c0_g3	AT5G45950.1
BGPG_22491_c0_g4	AT5G49890.1
BGPG_22492_c0_g2	AT2G10950.3
BGPG_22492_c1_g1	AT1G29050.1
BGPG_22492_c1_g2	AT1G29050.1
BGPG_22493_c0_g1	AT1G21380.1
BGPG_22493_c1_g3	AT1G78230.1
BGPG_22496_c0_g2	AT4G32700.2
BGPG_22496_c0_g3	AT4G32700.2
BGPG_22496_c0_g4	AT4G32700.2
BGPG_22497_c1_g1	AT3G13080.1
BGPG_22498_c1_g3	AT5G13020.1
BGPG_22499_c1_g1	AT3G23620.1
BGPG_22499_c3_g1	AT2G35450.1
BGPG_22499_c3_g2	AT1G27430.2
BGPG_22500_c0_g1	AT1G77610.1
BGPG_22500_c1_g1	AT3G24860.1
BGPG_22500_c1_g2	AT3G24840.6
BGPG_22501_c0_g1	AT4G02510.4
BGPG_22502_c0_g2	AT1G11290.1
BGPG_22502_c1_g1	AT5G01850.1
BGPG_22503_c0_g1	AT5G59845.1
BGPG_22503_c3_g2	AT4G17910.4
BGPG_22503_c3_g7	AT4G03510.4
BGPG_22503_c4_g2	AT4G05420.1
BGPG_22504_c0_g1	AT3G54700.2
BGPG_22505_c0_g1	AT4G11090.1
BGPG_22505_c1_g2	AT5G62180.1
BGPG_22505_c3_g2	AT1G48520.2
BGPG_22505_c4_g10	AT1G68720.1
BGPG_22505_c4_g11	AT5G43500.1
BGPG_22505_c4_g5	AT3G13960.1
BGPG_22505_c4_g9	AT2G36390.1
BGPG_22506_c0_g3	AT5G14450.1
BGPG_22507_c0_g1	AT3G20920.1
BGPG_22507_c0_g3	AT1G76620.1
BGPG_22508_c0_g1	AT5G39530.1
BGPG_22508_c0_g2	AT3G55140.1
BGPG_22509_c1_g1	AT1G77290.3
BGPG_22509_c2_g1	AT4G27600.1
BGPG_22510_c0_g2	AT5G04560.3
BGPG_22510_c1_g1	AT3G10010.2
BGPG_22510_c1_g2	AT2G36490.1
BGPG_22511_c0_g1	AT1G75140.1
BGPG_22512_c0_g2	AT3G15030.4
BGPG_22512_c4_g4	AT3G15510.1
BGPG_22512_c6_g3	AT4G38130.1
BGPG_22512_c7_g1	AT1G06490.2
BGPG_22512_c8_g1	AT3G15510.1
BGPG_22513_c0_g2	AT3G22110.1
BGPG_22513_c0_g4	AT3G13690.3
BGPG_22514_c1_g1	AT4G00900.2
BGPG_22514_c2_g1	AT1G30580.1
BGPG_22514_c3_g1	AT2G35840.4
BGPG_22515_c0_g2	AT3G13990.2
BGPG_22515_c0_g3	AT3G13990.2
BGPG_22516_c1_g3	AT1G59870.1
BGPG_22517_c1_g2	AT3G21670.1
BGPG_22517_c2_g1	AT3G14130.2
BGPG_22518_c0_g3	AT4G13930.1
BGPG_22519_c2_g1	AT5G17540.1
BGPG_22519_c3_g1	AT3G58800.1
BGPG_22519_c3_g4	AT4G26630.2
BGPG_22519_c4_g2	AT3G52030.2
BGPG_22519_c5_g2	AT5G57030.1
BGPG_22520_c3_g2	AT1G17455.2
BGPG_22520_c4_g1	AT4G33520.2
BGPG_22520_c4_g2	AT1G11990.2
BGPG_22521_c1_g1	AT3G16560.4
BGPG_22521_c2_g2	AT3G16560.4
BGPG_22522_c0_g1	AT5G39080.1
BGPG_22522_c1_g1	AT1G59750.4
BGPG_22523_c1_g2	AT4G35730.1
BGPG_22523_c2_g1	AT2G35615.1
BGPG_22523_c2_g4	AT5G33340.1
BGPG_22523_c2_g5	AT4G17330.3
BGPG_22523_c2_g6	AT3G05975.1
BGPG_22524_c0_g1	AT3G05340.1
BGPG_22524_c1_g2	AT4G21490.1
BGPG_22524_c2_g1	AT4G33985.1
BGPG_22524_c3_g1	AT2G32500.2
BGPG_22524_c4_g1	AT4G21490.2
BGPG_22525_c1_g1	AT4G32060.2
BGPG_22525_c2_g2	AT3G27300.3
BGPG_22525_c2_g4	AT3G27300.5
BGPG_22525_c2_g5	AT3G27300.3
BGPG_22526_c0_g1	AT2G02360.1
BGPG_22526_c0_g2	AT2G02360.1
BGPG_22526_c1_g4	AT1G54490.1
BGPG_22527_c0_g1	AT1G26180.2
BGPG_22527_c1_g1	AT2G34730.1
BGPG_22528_c0_g1	AT2G47500.2
BGPG_22528_c0_g2	AT1G09170.1
BGPG_22528_c1_g1	AT2G47500.1
BGPG_22528_c2_g1	AT2G47500.1
BGPG_22529_c0_g2	AT3G14470.2
BGPG_22530_c1_g1	AT4G31860.2
BGPG_22530_c2_g1	AT3G28760.1
BGPG_22531_c0_g1	AT1G08260.1
BGPG_22532_c0_g1	AT3G27000.1
BGPG_22534_c0_g2	AT4G36810.1
BGPG_22534_c0_g4	AT3G27925.2
BGPG_22534_c0_g5	AT2G46410.1
BGPG_22535_c0_g2	AT4G17486.1
BGPG_22535_c1_g1	AT2G23460.1
BGPG_22536_c1_g2	AT3G26115.5
